0.0,0.5,65
0.5,1.0,76
1.0,1.5,71
1.5,2.0,69
2.0,2.5,67
2.5,3.0,69
3.0,3.5,67
3.5,4.0,65
4.0,4.5,65
4.5,5.0,72
5.0,5.5,69
5.5,6.0,69
6.0,6.5,65
6.5,7.0,67
7.0,7.5,72
7.5,8.0,69
------------------------
8.25,8.75,57
8.25,8.75,57
8.25,9.25,60
9.25,10.25,60
9.25,10.25,65
10.25,10.75,64
9.25,11.25,55
10.25,11.25,60
11.25,11.75,59
10.75,11.75,65
11.25,12.25,53
11.75,12.25,59
11.75,12.25,64
12.25,12.75,55
12.25,12.75,60
12.25,12.75,64
12.75,13.25,53
12.75,13.25,57
12.75,13.25,62
13.25,13.75,55
13.75,14.25,53
13.25,14.25,62
13.25,14.25,62
14.25,15.25,55
14.25,15.25,59
14.25,15.25,62
15.25,15.75,57
15.25,15.75,64
15.25,16.25,45
15.75,16.25,59
15.75,16.25,66
16.25,17.0,52
16.25,17.0,64
16.25,17.0,67
16.25,17.0,71
