0.0,0.5,57
0.5,1.0,64
1.0,1.5,71
1.5,2.0,69
2.0,2.5,60
2.5,3.0,67
3.0,3.5,64
3.5,4.0,72
4.0,4.5,67
4.5,5.0,69
5.0,5.5,65
5.5,6.0,72
6.0,6.5,62
6.5,7.0,69
7.0,7.5,74
7.5,8.0,65
------------------------
8.25,8.5,54
8.25,8.5,56
9.0,9.25,56
8.75,9.75,64
9.75,10.25,59
9.75,10.25,61
10.25,10.5,66
10.25,10.75,63
10.75,11.25,56
11.25,11.75,55
10.75,11.75,59
10.75,11.75,64
11.75,12.25,54
11.75,12.25,63
12.25,12.75,52
12.25,12.75,61
12.75,13.25,54
12.75,13.25,63
13.25,13.75,51
13.25,13.75,59
12.75,13.75,66
13.75,14.25,52
13.75,14.25,66
13.75,14.75,59
14.25,15.25,47
15.25,15.75,45
15.25,15.75,59
15.25,15.75,66
15.75,16.75,47
15.75,16.75,65
15.75,16.75,65
16.75,17.0,48
15.75,17.0,59
16.75,17.0,64
16.75,17.0,67
