0.0,0.5,71
0.5,1.0,74
1.0,1.5,74
1.5,2.0,72
2.0,2.5,71
2.5,3.0,69
3.0,3.5,71
3.5,4.0,72
4.0,4.5,76
4.5,5.0,76
5.0,5.5,76
5.5,6.0,69
6.0,6.5,69
6.5,7.0,64
7.5,8.0,69
------------------------
8.25,8.5,48
8.25,8.5,56
8.75,9.25,47
8.25,9.25,64
8.25,9.25,66
9.25,9.75,73
9.25,10.25,57
9.25,10.25,57
9.25,10.25,64
10.25,11.25,56
11.25,11.75,68
10.25,12.25,52
11.25,12.25,56
10.25,12.25,64
12.25,13.25,44
12.25,13.25,56
12.25,13.25,64
12.25,13.25,71
13.25,14.25,69
13.25,14.75,57
13.25,15.25,45
14.75,15.25,55
14.75,15.25,59
13.25,15.25,64
15.25,15.75,66
15.25,16.25,42
15.25,16.25,57
15.25,16.25,60
15.25,16.25,63
16.25,16.75,56
16.25,17.0,45
16.75,17.0,57
16.25,17.0,60
16.25,17.0,64
16.75,17.0,71
