0.0,1.0,69
1.0,1.5,57
1.5,2.0,67
2.0,2.5,71
2.5,3.0,67
3.0,4.0,64
4.0,4.5,64
4.5,5.0,69
5.0,6.0,71
6.0,6.5,60
6.5,7.0,72
7.0,7.5,72
7.5,8.0,64
------------------------
8.25,8.75,52
8.25,9.25,48
8.25,9.25,48
9.25,9.5,64
9.25,10.25,45
9.25,10.25,48
9.25,10.25,57
10.25,11.25,43
10.25,11.25,50
10.25,11.75,62
11.25,12.25,45
11.25,12.25,50
12.25,12.75,43
12.75,13.25,41
12.25,13.25,55
12.25,13.25,60
13.25,13.75,40
13.25,13.75,55
13.75,14.25,38
13.75,14.25,55
13.75,14.25,65
14.25,14.5,64
14.25,14.75,55
14.25,16.25,36
15.25,16.25,55
14.25,16.25,60
16.25,17.0,50
16.25,17.0,54
16.25,17.0,62
16.25,17.0,69
