0.0,0.5,72
0.5,1.0,64
1.0,1.5,65
1.5,2.0,64
2.0,2.5,64
2.5,3.0,72
3.0,3.5,69
3.5,4.0,57
4.0,5.0,74
5.0,6.0,64
6.0,6.5,64
6.5,7.0,67
7.0,7.5,67
7.5,8.0,65
------------------------
8.25,8.5,54
8.25,8.5,60
8.25,8.75,63
8.25,9.25,57
9.25,9.75,55
9.25,9.75,58
9.25,9.75,60
8.75,9.75,62
9.75,10.25,55
9.75,10.25,58
9.75,10.25,58
9.75,10.25,63
10.25,10.75,48
10.25,10.75,58
10.25,10.75,58
10.25,11.25,55
10.75,11.25,60
11.25,11.75,60
11.25,12.0,65
11.25,12.25,46
11.75,12.25,55
11.25,12.25,62
12.25,12.75,48
12.25,12.75,55
12.75,13.25,46
12.75,13.25,53
12.75,13.25,62
13.25,13.5,65
13.25,14.25,46
13.25,14.25,55
14.25,14.75,48
13.25,14.75,62
14.25,15.25,61
15.25,16.25,50
15.25,16.25,57
15.25,16.25,57
15.25,16.25,62
16.25,16.75,53
16.25,16.75,53
16.25,16.75,60
16.25,17.0,50
16.75,17.0,55
16.75,17.0,58
16.25,17.0,62
