1.0,1.5,67
1.5,2.0,74
2.0,2.5,64
2.5,3.0,72
3.0,3.5,69
3.5,4.0,71
4.25,4.5,49
4.25,5.25,52
4.75,5.25,52
4.25,5.25,57
4.75,5.25,74
5.25,5.75,54
5.25,5.75,67
5.25,6.0,62
5.75,6.25,55
5.25,6.25,57
6.0,6.25,64
5.75,6.25,74
6.25,6.75,64
6.25,7.25,54
6.25,7.25,57
6.25,7.25,62
6.75,7.25,72
7.25,7.75,62
7.25,7.75,69
------------------------
8.25,9.25,51
8.25,9.25,66
8.25,9.25,72
9.25,9.75,66
9.25,10.25,59
9.25,10.25,71
10.25,10.75,61
10.25,11.25,40
10.75,11.25,59
10.25,11.25,64
10.25,11.25,71
11.25,12.25,45
11.25,12.25,61
11.25,12.25,64
11.25,12.25,69
12.25,13.25,49
12.25,13.25,64
12.25,13.25,69
13.25,13.75,59
13.25,14.25,50
13.75,14.25,57
13.25,14.25,66
14.25,14.75,59
14.25,15.25,43
14.75,15.25,57
14.25,15.25,63
14.25,15.25,64
15.25,15.75,66
15.25,16.25,44
15.25,16.25,59
16.25,17.0,45
16.25,17.0,57
16.25,17.0,61
16.25,17.0,64
