0.0,0.5,69
0.5,1.0,72
1.0,1.5,65
1.5,2.0,69
2.0,2.5,69
2.5,3.0,72
3.0,3.5,72
3.5,4.0,72
4.0,4.5,69
4.5,5.0,62
5.0,5.5,62
5.5,6.0,64
6.0,6.5,69
6.5,7.0,62
7.0,7.5,62
7.5,8.0,68
------------------------
8.25,8.75,54
8.25,8.75,55
8.25,9.0,61
8.75,9.25,54
8.75,9.25,57
9.0,9.25,60
9.25,9.75,58
9.25,9.75,58
9.75,11.25,57
10.25,11.25,62
10.25,11.25,66
11.25,12.25,55
11.25,12.25,62
11.25,12.25,67
12.25,12.75,67
12.75,13.0,66
12.25,13.25,50
12.75,13.25,60
13.0,13.25,66
12.75,13.75,62
13.25,14.25,43
13.25,14.25,58
14.25,15.25,42
14.25,15.25,57
14.25,15.25,62
15.25,15.75,57
15.25,16.25,43
15.75,16.25,55
15.25,16.75,61
16.25,17.0,38
16.25,17.0,54
16.75,17.0,61
16.25,17.0,69
