0.0,0.5,79
0.5,1.0,76
1.0,1.5,77
1.5,2.0,71
2.0,3.0,69
3.0,3.5,67
3.5,4.0,74
4.0,4.5,71
4.5,5.0,71
5.0,5.5,77
5.5,6.0,72
6.0,7.0,71
7.0,7.5,64
7.5,8.0,74
------------------------
8.25,8.5,62
8.25,8.75,48
8.75,9.25,50
8.75,9.25,62
8.75,9.25,65
9.25,9.75,52
9.25,9.75,60
9.75,10.25,53
9.75,10.25,62
9.25,10.25,67
10.25,10.75,52
10.75,11.25,54
10.25,11.25,64
10.75,11.25,69
11.25,11.75,59
11.25,11.75,62
11.25,11.75,62
11.75,12.25,57
11.75,12.25,61
12.25,13.25,57
12.25,13.25,62
12.25,13.25,66
13.25,13.75,55
13.25,13.75,61
13.75,14.25,54
13.75,14.25,62
14.25,14.75,55
13.25,14.75,69
14.75,15.25,52
14.25,15.25,64
15.25,15.5,69
15.25,15.75,61
15.25,16.25,57
15.75,16.25,62
15.25,16.25,64
16.25,16.75,69
16.25,17.0,49
16.75,17.0,64
16.75,17.0,67
16.25,17.0,76
