0.0,0.5,69
0.5,1.0,72
1.0,1.5,72
1.5,2.0,67
2.0,2.5,74
2.5,3.0,62
3.0,3.5,67
3.5,4.0,70
4.0,4.5,64
4.5,5.0,62
5.0,5.5,60
5.5,6.0,64
6.0,6.5,74
6.5,7.0,67
7.0,7.5,69
7.5,8.0,69
------------------------
8.25,9.25,57
8.75,9.25,63
9.25,9.75,57
9.25,10.0,69
9.75,10.25,59
9.25,10.75,64
10.25,10.75,66
10.75,11.0,67
10.75,11.25,59
11.25,11.75,57
11.75,12.25,55
11.25,12.25,60
11.25,12.25,64
12.25,12.75,59
12.25,13.25,54
12.75,13.25,57
13.25,13.75,60
13.25,14.25,55
13.25,14.25,55
13.25,14.25,59
14.25,15.25,54
14.25,15.25,57
14.25,15.25,57
15.25,16.25,50
15.25,16.25,62
15.25,16.25,66
16.25,17.0,43
16.25,17.0,62
16.75,17.0,66
16.25,17.0,71
