0.0,0.5,81
0.5,1.0,67
1.0,2.0,57
2.0,3.0,79
4.0,5.0,76
5.0,5.5,72
5.5,6.0,76
6.25,6.75,81
6.25,7.25,54
6.75,7.25,64
6.25,7.25,66
6.75,7.25,67
6.25,7.25,69
7.25,7.5,66
7.25,7.5,66
7.25,7.75,62
------------------------
8.25,8.75,56
8.25,8.75,59
8.25,8.75,59
8.75,9.25,55
8.75,9.25,61
9.25,9.75,54
9.75,10.25,52
8.25,10.25,62
9.25,10.25,81
10.25,11.25,50
10.25,11.25,74
11.25,11.5,76
11.25,12.75,72
12.25,13.25,74
11.25,14.25,45
11.25,14.25,64
12.75,14.25,71
14.25,15.25,49
11.25,15.25,57
14.25,15.25,64
13.25,15.25,73
15.25,16.25,50
15.25,16.25,50
15.25,16.25,74
