0.0,0.5,72
0.5,1.0,72
1.0,2.0,67
2.0,3.0,74
3.0,3.5,67
3.5,4.0,69
4.0,4.5,76
4.5,5.0,72
5.0,5.5,67
5.5,6.0,64
6.0,6.5,77
6.5,7.0,72
7.0,7.5,65
7.5,8.0,64
------------------------
8.25,9.25,60
8.25,9.25,63
9.25,10.25,59
9.25,10.25,62
9.25,10.25,67
10.25,11.25,59
10.25,11.25,62
11.25,12.25,60
11.25,12.25,63
12.25,13.25,59
12.25,13.25,62
13.25,13.5,69
13.25,14.0,59
13.25,14.0,67
13.25,14.25,62
14.25,14.75,66
14.75,15.0,67
14.25,15.25,57
15.0,15.25,69
15.25,15.5,70
15.25,16.0,65
15.25,16.25,55
14.25,16.25,62
16.25,16.75,62
16.25,16.75,62
16.25,17.0,57
16.75,17.0,60
16.25,17.0,65
