0.0,0.5,65
0.5,1.0,62
1.0,1.5,76
1.5,2.0,71
2.0,2.5,62
2.5,3.0,71
3.0,3.5,65
3.5,4.0,71
4.0,4.5,74
4.5,5.0,62
5.0,5.5,67
5.5,6.0,71
6.0,6.5,69
6.5,7.0,72
7.0,7.5,67
7.5,8.0,71
------------------------
8.25,8.5,60
8.25,8.5,60
8.25,8.75,41
8.75,9.25,43
8.25,9.25,56
8.25,9.25,56
9.25,9.75,56
9.25,9.75,56
9.75,10.25,55
9.25,10.25,60
9.25,10.25,60
10.25,10.5,67
10.25,10.75,59
10.25,11.25,53
10.25,11.25,56
10.75,11.25,60
10.25,11.25,62
11.25,11.5,71
11.25,11.75,51
11.75,12.25,50
11.25,12.25,55
11.25,12.25,59
11.25,12.25,65
12.25,12.75,63
12.75,13.0,65
12.25,13.25,48
12.25,13.25,55
12.25,13.25,55
13.25,14.25,48
13.25,14.25,55
13.25,14.25,63
14.25,15.25,41
14.25,15.25,54
13.25,15.25,60
14.25,15.25,63
15.25,16.25,46
15.25,16.25,53
15.25,16.25,58
15.25,16.25,62
16.25,17.0,39
16.25,17.0,52
16.25,17.0,55
16.25,17.0,60
16.25,17.0,72
