0.0,0.5,60
0.5,1.0,60
1.0,1.5,67
1.5,2.0,67
2.0,2.5,69
2.5,3.0,69
3.0,4.0,67
4.0,4.5,65
4.5,5.0,65
5.0,5.5,64
5.5,6.0,64
6.0,6.5,62
6.5,7.0,62
7.0,8.0,60
------------------------
8.25,9.25,53
9.25,9.75,52
9.25,10.25,46
9.75,10.25,52
9.25,10.25,61
10.25,11.25,50
10.25,11.25,53
11.25,12.25,52
11.25,12.25,55
12.25,12.75,53
12.75,13.0,58
12.25,13.25,50
13.0,13.25,60
13.25,14.25,43
13.25,14.25,58
13.25,14.25,58
14.25,14.75,56
14.75,15.0,58
14.25,15.25,41
15.0,15.25,56
14.75,15.25,59
15.25,16.25,39
15.25,16.25,60
15.25,16.75,55
16.25,17.0,43
16.75,17.0,53
16.25,17.0,59
16.25,17.0,62
