0.0,0.25,65
0.25,0.5,74
0.5,0.75,74
0.75,1.0,64
1.0,1.25,72
1.25,1.5,65
1.5,1.75,67
1.75,2.0,65
2.0,2.25,67
2.25,2.5,64
2.5,2.75,69
2.75,3.0,65
3.0,3.25,76
3.25,3.5,76
3.5,3.75,74
3.75,4.0,64
4.125,4.25,52
4.125,4.375,65
4.125,4.625,44
4.125,4.625,59
4.375,4.625,74
4.625,4.875,74
4.625,5.125,45
4.625,5.125,52
4.625,5.125,61
4.875,5.125,64
5.125,5.375,52
5.125,5.375,72
5.125,5.625,45
5.375,5.625,57
5.125,5.625,64
5.375,5.625,65
5.625,5.875,67
5.625,6.125,44
5.625,6.125,59
5.625,6.125,64
5.875,6.125,65
6.125,6.375,61
6.125,6.375,64
6.125,6.375,67
6.125,6.625,46
6.375,6.625,59
6.375,6.625,63
6.375,6.625,64
6.625,6.875,61
6.625,6.875,69
6.625,7.125,42
6.625,7.125,54
6.875,7.125,63
6.875,7.125,65
7.125,7.375,59
7.125,7.375,63
7.125,7.375,76
7.125,7.625,44
7.375,7.625,57
7.375,7.625,64
7.375,7.625,76
7.625,7.875,57
7.625,7.875,66
7.625,7.875,74
7.875,8.0,68
------------------------
8.0,8.125,62
8.125,8.375,60
8.125,8.5,57
8.375,8.5,59
8.125,8.5,64
8.125,8.5,69
